number,values_0,values_1,datetime_start,datetime_complete,duration,params_IF_binarization_threshold,params_IF_gaussian_sigma,params_IMC_arcsinh_cofactor,params_IMC_arcsinh_normalize,params_IMC_binarization_threshold,params_IMC_gaussian_sigma,params_IMC_winsorization_lower_limit,params_IMC_winsorization_upper_limit,params_binarize_images,params_registration_max_features,params_registration_percentile,params_registration_target,user_attrs_corr_cell_max_corr,user_attrs_corr_image_max_corr,user_attrs_logical_and,user_attrs_logical_iou,user_attrs_logical_or,user_attrs_logical_xor,user_attrs_prop_source_covered,user_attrs_prop_target_covered,user_attrs_reg_cell_max_corr,user_attrs_reg_image_max_corr,user_attrs_registration_matrix,user_attrs_source_sum,user_attrs_stack_cell_max_corr,user_attrs_stack_image_max_corr,user_attrs_target_sum,state,objective,sampler,zarr_id
17,0.865226769501605,0.7202635327635327,2025-04-02 16:13:35.521908,2025-04-02 16:13:38.805568,0 days 00:00:03.283660,0.18510954901297094,2.9958910074735163,52.08683522976752,False,0.5071162202824604,3.6589907078816473,0.0663031429378599,0.031226197028446742,True,100000,0.9,IF,0.3117484450340271,0.7666855950042191,28315.0,0.7202635327635327,39312.0,10997.0,,,0.49529045820236206,0.865226769501605,"[[ 9.96654425e-01  5.31128159e-03 -4.90257818e+01]
 [-5.31128159e-03  9.96654425e-01 -3.87755244e+01]]",36247.0,0.495289146900177,0.8647087322152721,31380.0,COMPLETE,iou-multi-objective,TPESampler,cell-line-0028-bd18455
18,0.0,0.0,2025-04-02 16:13:38.819408,2025-04-02 16:13:39.156848,0 days 00:00:00.337440,0.8706280011519397,2.4572656394671952,43.84353369170024,True,0.33282416286616795,3.6227940685249322,0.0754688302694404,0.02538363626428987,True,100000,0.9,IF,,,,,,,,,,,,,,,,COMPLETE,iou-multi-objective,TPESampler,cell-line-0028-bd18455
19,0.7805221880854837,0.4719122530074574,2025-04-02 16:13:39.167495,2025-04-02 16:13:42.646774,0 days 00:00:03.479279,0.16122513661307025,4.398421747551067,59.18616446648463,False,0.39516453830699594,2.7706300932680055,0.05438045735873394,0.05905462698702406,True,100000,0.9,IF,0.2630784511566162,0.7476883754220683,34678.0,0.4719122530074574,73484.0,38806.0,,,0.39400050044059753,0.7805221880854837,"[[ 9.88375800e-01  9.24387541e-03 -4.67974472e+01]
 [-9.24387541e-03  9.88375800e-01 -3.31551558e+01]]",72035.0,0.3939990997314453,0.7800546137253959,36127.0,COMPLETE,iou-multi-objective,TPESampler,cell-line-0028-bd18455
20,0.0,0.0,2025-04-02 16:13:42.656919,2025-04-02 16:13:46.512839,0 days 00:00:03.855920,0.11219305775491195,3.220140866513599,67.66132376078903,False,0.1551261955837664,3.6689953320399025,0.1982554392287199,0.1568482726761373,True,100000,0.9,IF,,,,,,,,,,,,,,,,COMPLETE,iou-multi-objective,TPESampler,cell-line-0028-bd18455
21,0.8650458018095795,0.5241634390592833,2025-04-02 16:13:46.523210,2025-04-02 16:13:49.389392,0 days 00:00:02.866182,0.2824032781157426,2.959839009617596,89.90550277422842,False,0.6089942204471475,2.1516118792720977,0.032497662957403445,0.022508080464654107,True,100000,0.9,IF,0.4015173017978668,0.763395022161432,15022.0,0.5241634390592833,28659.0,13637.0,,,0.43286028504371643,0.8650458018095795,"[[ 9.98029907e-01  5.47703511e-03 -5.02279724e+01]
 [-5.47703511e-03  9.98029907e-01 -3.87694883e+01]]",27348.0,0.4328608512878418,0.8645158191928792,16333.0,COMPLETE,iou-multi-objective,TPESampler,cell-line-0028-bd18455
22,0.0373130701482296,0.0,2025-04-02 16:13:49.399989,2025-04-02 16:13:50.865196,0 days 00:00:01.465207,0.25997423016857707,4.365712142609361,44.48859593634973,False,0.6614055708011952,4.867945323220495,0.08337864734056205,0.0013039198446704093,True,100000,0.9,IF,,0.29711318016052246,0.0,0.0,20.0,20.0,,,,0.0373130701482296,"[[ 7.52000782e-03  2.06129942e-04  5.06967094e+02]
 [-2.06129942e-04  7.52000782e-03  6.37738383e+02]]",0.0,,0.8542599678039551,20.0,COMPLETE,iou-multi-objective,TPESampler,cell-line-0028-bd18455
23,0.8566767570849624,0.6344452574165226,2025-04-02 16:13:50.875416,2025-04-02 16:13:54.395032,0 days 00:00:03.519616,0.08104200150169417,3.6480671020616278,87.98407365172028,True,0.43549165668397527,3.821346518465742,0.12081084068629021,0.025686604475190965,True,100000,0.9,IF,0.3107392489910126,0.7705681524165647,38153.0,0.6344452574165226,60136.0,21983.0,,,0.557880699634552,0.8566767570849624,"[[ 9.93271465e-01  4.18047547e-03 -4.60744614e+01]
 [-4.18047547e-03  9.93271465e-01 -3.77909442e+01]]",38769.0,0.5578823685646057,0.8561914678812007,59520.0,COMPLETE,iou-multi-objective,TPESampler,cell-line-0028-bd18455
24,0.0,0.0,2025-04-02 16:13:54.407801,2025-04-02 16:13:55.437553,0 days 00:00:01.029752,0.4913802085234115,2.073040948755934,69.30284444237543,False,0.24029020123878528,0.20997005648386313,0.1725294353685165,0.022392255547577095,True,100000,0.9,IF,,,,,,,,,,,,,,,,COMPLETE,iou-multi-objective,TPESampler,cell-line-0028-bd18455
25,0.0,0.0,2025-04-02 16:13:55.448486,2025-04-02 16:13:55.883691,0 days 00:00:00.435205,0.7871599693817335,0.8508879390297042,81.94585398455996,False,0.3819996117906488,2.069931042013509,0.049913634072809604,0.04870200232023885,True,100000,0.9,IF,,,,,,,,,,,,,,,,COMPLETE,iou-multi-objective,TPESampler,cell-line-0028-bd18455
26,0.0,0.0,2025-04-02 16:13:55.894131,2025-04-02 16:13:57.139321,0 days 00:00:01.245190,0.21806551128382257,4.0974003099225875,51.32729746199369,True,0.08099938554936183,4.585059162384482,0.11932971913344119,0.014009099238507171,True,100000,0.9,IF,,,,,,,,,,,,,,,,COMPLETE,iou-multi-objective,TPESampler,cell-line-0028-bd18455
27,0.0,0.0,2025-04-02 16:13:57.152516,2025-04-02 16:14:03.636918,0 days 00:00:06.484402,0.08864644618812724,3.3270918802212948,70.48568631845393,False,0.2015527647805192,3.2317607956214314,0.00018315859818135438,0.14638445752332252,True,100000,0.9,IF,,,,,,,,,,,,,,,,COMPLETE,iou-multi-objective,TPESampler,cell-line-0028-bd18455
28,0.0,0.0,2025-04-02 16:14:03.650290,2025-04-02 16:14:04.421780,0 days 00:00:00.771490,0.34412196981277665,2.883052894935933,40.282971880145034,False,0.5421287003864963,2.9266053274126795,0.028160297354359737,0.10027671992032755,True,100000,0.9,IF,,,,,,,,,,,,,,,,COMPLETE,iou-multi-objective,TPESampler,cell-line-0028-bd18455
29,-0.0011995533339133704,0.09090909090909091,2025-04-02 16:14:04.432810,2025-04-02 16:14:06.139608,0 days 00:00:01.706798,0.4107423773283906,4.9540931720160515,86.5904865576017,True,0.736800514583827,3.0808040798858745,0.035423353835089814,0.000279304419929155,True,100000,0.9,IF,0.14235949516296387,0.003363523776159972,15.0,0.09090909090909091,165.0,150.0,,,-0.1943865865468979,-0.0011995533339133704,"[[ 5.46900950e-01  1.20021017e-01 -3.20643111e+02]
 [-1.20021017e-01  5.46900950e-01 -1.16328027e+02]]",15.0,0.6582103967666626,0.18819772550549618,165.0,COMPLETE,iou-multi-objective,TPESampler,cell-line-0028-bd18455
30,0.0,0.0,2025-04-02 16:14:06.151798,2025-04-02 16:14:06.465318,0 days 00:00:00.313520,0.9843162885588531,4.2335865803317345,59.47783460922247,True,0.10169912514371993,0.5344390926330411,0.0890941395407506,0.17748864756378607,True,100000,0.9,IF,,,,,,,,,,,,,,,,COMPLETE,iou-multi-objective,TPESampler,cell-line-0028-bd18455
31,0.8226126566544754,0.5108175440896873,2025-04-02 16:14:06.477068,2025-04-02 16:14:09.483562,0 days 00:00:03.006494,0.23791879146191147,4.579221096168453,90.93194617073578,False,0.5913571968146774,2.3169131586029335,0.025160368815000916,0.021012019866411095,True,100000,0.9,IF,0.3459368348121643,0.7449900309310922,15583.0,0.5108175440896873,30506.0,14923.0,,,0.3922600746154785,0.8226126566544754,"[[ 9.99713506e-01  2.15007818e-03 -5.12188692e+01]
 [-2.15007818e-03  9.99713506e-01 -3.98013916e+01]]",27052.0,0.39225873351097107,0.8221456511196431,19037.0,COMPLETE,iou-multi-objective,TPESampler,cell-line-0028-bd18455
32,0.0,0.0,2025-04-02 16:14:09.495343,2025-04-02 16:14:10.484413,0 days 00:00:00.989070,0.27919441365058906,2.912493416550591,99.57112934292024,False,0.32915791277505085,1.8127099667067725,0.059487599618889796,0.03269065228563855,True,100000,0.9,IF,,,,,,,,,,,,,,,,COMPLETE,iou-multi-objective,TPESampler,cell-line-0028-bd18455
33,0.0,0.0,2025-04-02 16:14:10.512102,2025-04-02 16:14:11.401836,0 days 00:00:00.889734,0.1411131112509465,3.845188630481802,29.830608405452082,True,0.6536895006476031,3.9197844195021867,0.041824069351713705,0.014365146289273253,True,100000,0.9,IF,,,,,,,,,,,,,,,,COMPLETE,iou-multi-objective,TPESampler,cell-line-0028-bd18455
34,0.0,0.0,2025-04-02 16:14:11.417633,2025-04-02 16:14:11.764735,0 days 00:00:00.347102,0.7669602906665948,3.2561462603602997,73.45436236562408,False,0.2768705866277025,2.549015146812742,0.024943720396210525,0.03156387059786255,True,100000,0.9,IF,,,,,,,,,,,,,,,,COMPLETE,iou-multi-objective,TPESampler,cell-line-0028-bd18455
35,0.0,0.0,2025-04-02 16:14:11.778636,2025-04-02 16:14:12.134341,0 days 00:00:00.355705,0.4842511290381949,1.9872762084514117,62.286631300341725,True,0.9994618904537758,3.595506787040505,0.06786393760505846,0.011775407235813634,True,100000,0.9,IF,,,,,,,,,,,,,,,,COMPLETE,iou-multi-objective,TPESampler,cell-line-0028-bd18455
36,0.0,0.0,2025-04-02 16:14:12.146613,2025-04-02 16:14:13.259179,0 days 00:00:01.112566,0.07239992724276378,0.3046196631080629,51.74880683947626,False,0.8135311234982434,4.159795965918254,0.1800985315199518,0.052112806924454774,True,100000,0.9,IF,,,,,,,,,,,,,,,,COMPLETE,iou-multi-objective,TPESampler,cell-line-0028-bd18455
37,1.0,0.5,2025-04-02 16:14:13.271922,2025-04-02 16:14:16.547580,0 days 00:00:03.275658,0.3225411147404764,3.5990913412384624,11.971862019067366,False,0.3755813111035452,1.2619020337163818,0.040325903894060704,0.17700872030551196,True,100000,0.9,IF,,-1.0,1.0,0.5,2.0,1.0,,,,1.0,"[[-3.52346580e-04 -1.21231369e-03  7.97414636e+02]
 [ 1.21231369e-03 -3.52346580e-04  1.27013482e+02]]",1.0,,1.0,2.0,COMPLETE,iou-multi-objective,TPESampler,cell-line-0028-bd18455
38,0.0,0.0,2025-04-02 16:14:16.564796,2025-04-02 16:14:18.179929,0 days 00:00:01.615133,0.41194511721605964,4.647796695629085,3.7598919044578736,False,0.23026361073072404,1.3298929781308892,0.04051032165166035,0.1761006658579722,True,100000,0.9,IF,,,,,,,,,,,,,,,,COMPLETE,iou-multi-objective,TPESampler,cell-line-0028-bd18455
39,0.0,0.0,2025-04-02 16:14:18.195188,2025-04-02 16:14:19.279758,0 days 00:00:01.084570,0.5523477986705939,3.5166657111756825,12.341201397273743,False,0.34228705984433583,0.8401552285230647,0.014630423848418398,0.13332920205710122,True,100000,0.9,IF,,,,,,,,,,,,,,,,COMPLETE,iou-multi-objective,TPESampler,cell-line-0028-bd18455
40,0.0,0.0,2025-04-02 16:14:19.293396,2025-04-02 16:14:24.588668,0 days 00:00:05.295272,0.32826513552615105,0.8741251669107735,29.397187440654598,True,0.1429216078113756,1.5237907624240865,0.06012599041619485,0.08935144549935035,True,100000,0.9,IF,,,,,,,,,,,,,,,,COMPLETE,iou-multi-objective,TPESampler,cell-line-0028-bd18455
41,0.0,0.0,2025-04-02 16:14:24.606688,2025-04-02 16:14:25.739867,0 days 00:00:01.133179,0.2952153995600784,0.0203461620945653,8.854387627066224,False,0.0645167905639604,2.1053617679243475,0.03104964385346022,0.013947679105501973,True,100000,0.9,IF,,,,,,,,,,,,,,,,COMPLETE,iou-multi-objective,TPESampler,cell-line-0028-bd18455
42,0.0,0.0,2025-04-02 16:14:25.754247,2025-04-02 16:14:27.193061,0 days 00:00:01.438814,0.21615085212716736,3.8993855065206198,23.33404078677596,False,0.28051409224872914,4.592608984798074,0.04701167490692012,0.10595255223228042,True,100000,0.9,IF,,,,,,,,,,,,,,,,COMPLETE,iou-multi-objective,TPESampler,cell-line-0028-bd18455
43,0.0,0.0,2025-04-02 16:14:27.206275,2025-04-02 16:14:28.753752,0 days 00:00:01.547477,0.12891494059750996,2.7194106971803484,34.68218616943049,False,0.4135483162980846,2.7906247919773732,0.07595374361216338,0.19960817530627673,True,100000,0.9,IF,,,,,,,,,,,,,,,,COMPLETE,iou-multi-objective,TPESampler,cell-line-0028-bd18455
44,0.0,0.0,2025-04-02 16:14:28.766433,2025-04-02 16:14:31.861878,0 days 00:00:03.095445,0.36467198240720555,4.155633023836145,83.49592268470788,False,0.1815965284269051,0.7748909725597342,0.02200822894118173,0.1836326283596128,True,100000,0.9,IF,,,,,,,,,,,,,,,,COMPLETE,iou-multi-objective,TPESampler,cell-line-0028-bd18455
45,0.8540333448615252,0.7583428433101636,2025-04-02 16:14:31.876439,2025-04-02 16:14:35.950208,0 days 00:00:04.073769,0.048098633875787236,3.507857663187841,92.89702576972189,False,0.4824168632088968,1.2744665130702602,0.005608554604160654,0.08327761435008905,True,100000,0.9,IF,0.3087749396252299,0.7628497625235818,65787.0,0.7583428433101636,86751.0,20964.0,,,0.7145782150158846,0.8540333448615252,"[[ 9.98934638e-01  9.07629624e-04 -4.78561581e+01]
 [-9.07629624e-04  9.98934638e-01 -4.07624328e+01]]",74771.0,0.7145741179868363,0.8534408727274618,77767.0,COMPLETE,iou-multi-objective,TPESampler,cell-line-0028-bd18455
46,0.0,0.0,2025-04-02 16:14:35.965464,2025-04-02 16:14:39.106208,0 days 00:00:03.140744,0.03248581571608447,3.6042519551124834,23.87196880679339,False,0.5108700822543563,1.158542916800871,0.010326046012152985,0.1643364722166562,True,100000,0.9,IF,,,,,,,,,,,,,,,,COMPLETE,iou-multi-objective,TPESampler,cell-line-0028-bd18455
47,0.0,0.0,2025-04-02 16:14:39.118699,2025-04-02 16:14:39.640496,0 days 00:00:00.521797,0.44365924548264196,3.1571988820048897,16.50242831464829,False,0.47814575070304954,1.4554500392706367,0.00864028264507774,0.07894345343498527,True,100000,0.9,IF,,,,,,,,,,,,,,,,COMPLETE,iou-multi-objective,TPESampler,cell-line-0028-bd18455
48,0.0,0.0,2025-04-02 16:14:39.656535,2025-04-02 16:14:40.817043,0 days 00:00:01.160508,0.687319857460013,3.4089232617557585,96.47265141579449,False,0.3688802385143418,0.5501345857924385,0.02095221929007956,0.12058257438727295,True,100000,0.9,IF,,,,,,,,,,,,,,,,COMPLETE,iou-multi-objective,TPESampler,cell-line-0028-bd18455
49,0.0,0.0,2025-04-02 16:14:40.833708,2025-04-02 16:14:41.438387,0 days 00:00:00.604679,0.5601870548691321,3.700682972623685,76.02682921674858,False,0.4372048160666534,1.112377562815787,0.04083888685292896,0.14193312787427687,True,100000,0.9,IF,,,,,,,,,,,,,,,,COMPLETE,iou-multi-objective,TPESampler,cell-line-0028-bd18455
